SMILES,UV_RT-s,Method
FC(F)(F)C1=CC(N2C=C(C)N=C2)=CC(NC3=CC=CC(OC(C)C)=C3)=C1,64.2,AM-V
CCOC1=CC=C(C=N1)NC2=CC=NC=C2,43.8,AM-V
CSC1=CC=C(NC2=CC=NC=C2)C=C1,47.4,AM-V
CC(C1=CC(NC2=CC=CN=C2C)=CC=C1)=O,45.0,AM-V
COC1=CC=C(C(NC2=CC=CN=C2C)=C1)OC,48.6,AM-V
FC1=CC(NC2=CC=CN=C2C)=CC=C1OC,47.4,AM-V
CC1=NC=CC=C1NC2=CC=CC(OCC3=CC=CC=C3)=C2,58.2,AM-V
O=CC1=CC=C(N(C2=CC=CC=C2)C3=CC(C4(C)C)=C(C5=C4C=CC=C5)C=C3)O1,74.4,AM-V
O=[N+](C1=CC(NCC23CC4CC(C3)CC(C4)C2)=CC=C1C)[O-],79.2,AM-V
CC(C)(C)C1=CC=C(NCC23CC4CC(C3)CC(C4)C2)C=C1,84.6,AM-V
COC(C1=CC=C(NC2=CC(C(C)=O)=CC=C2)C=C1)=O,63.6,AM-V
CCOC1=CC=C(N(CC2)CCN2C)C=N1,40.8,AM-V
COC(C1=CC=C(N(C2=CC=C(C)C=C2)C(C=C3)=CC=C3C)C=C1)=O,81.0,AM-V
CC(C1=CC=C(N(C2=CC=CC=C2)C(C=C3)=CC=C3C)S1)=O,72.0,AM-V
O=CC1=CC=C(N(C2=CC=CC=C2)C(C=C3)=CC=C3C)O1,68.4,AM-V
FC1=CC(N(C2=CC=CC=C2)C(C=C3)=CC=C3C)=CC=C1OC,78.6,AM-V
CC(NC1=CC(N2C=CC3=C2C=CC=C3OC)=CC=C1)=O,66.0,AM-V
CN1N=CC=C1N(C2=CC=C(C)C=C2)C(C=C3)=CC=C3C,74.4,AM-V
N#CC1=CC2=C(C=CN2C3=CC=C(C=C3)SC)C=C1,70.8,AM-V
COC1=NC=C(N(C)C2=CC(C)=CC=C2)C=C1,71.4,AM-V
COC1=CC=C(OC)C(N(C)C2=CC(C)=CC=C2)=C1,72.6,AM-V
COC1=NC=CC=C1N2C=CC(C=C3)=C2C=C3C#N,66.0,AM-V
FC1=NC=C(N(CC)C2=CC=CC(C)=C2)C=C1,69.0,AM-V
CC(C1=CC=C(N(CC)C2=CC=CC(C)=C2)S1)=O,66.0,AM-V
CC(C1=CC(N(CC)C2=CC=CC(C)=C2)=CC=C1)=O,73.2,AM-V
CC(N(C1=CC=CC(OCC2=CC=CC=C2)=C1)C3=CC=CC=C3)C,64.8,AM-V
COC(C1=CC=C(N(C2=CC=C(F)C=C2)C)C=C1)=O,71.4,AM-V
FC1=NC=C(N(C)C(C=C2)=CC=C2OC)C=C1,64.8,AM-V
CCOC1=CC=C(N(C)C(C=C2)=CC=C2OC)C=N1,68.4,AM-V
COC1=CC=C(C=C1)N(C2=CC=C(C=C2)SC)C,73.2,AM-V
COC1=CC=C(C=C1)N(C2=CC=C(F)N=C2F)C,64.8,AM-V
CCCCN1CCN(C2=CC=CC(C)=C2C)CC1,54.0,AM-V
